Part Desc;Work Order Qty;Case ID;Activity;Resource;Report Type;Worker ID;Qty Completed;Qty for MRB;activity_duration;Complete Timestamp;weekday;hour;timesincelastevent;timesincecasestart;remtime;event_nr;open_cases
Shim;60;Case 234;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;5400.0;2012-03-06 10:30:00;1;10;179400.0;3093060.0;1899360.0;35;59
Cable Head;180;Case 199;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4528;0;0;8400.0;2012-03-06 11:43:00;1;11;124980.0;5480880.0;2070720.0;86;59
Ballnut;90;Case 115;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;5400.0;2012-03-06 12:00:00;1;12;7920.0;71940.0;1688400.0;5;59
Ballnut;250;Case 28;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;118;0;14040.0;2012-03-06 12:06:00;1;12;9240.0;2896020.0;737640.0;39;59
Ballnut;90;Case 115;Turning & Milling Q.C.;Quality Check 1;D;ID4287;90;0;3000.0;2012-03-06 12:50:00;1;12;3000.0;74940.0;1685400.0;6;59
Ballnut;250;Case 28;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;70;0;9060.0;2012-03-06 12:54:00;1;12;2880.0;2898900.0;734760.0;40;59
Cable Head;100;Case 198;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;25;0;5100.0;2012-03-06 13:32:00;1;13;37920.0;4910880.0;1210020.0;15;59
Piston;15;Case 84;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;9900.0;2012-03-06 13:34:00;1;13;101040.0;1025160.0;71160.0;16;59
Ballnut;90;Case 115;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4932;28;0;14340.0;2012-03-06 13:48:00;1;13;3480.0;78420.0;1681920.0;7;59
Spindle;33;Case 70;Turning & Milling Q.C.;Quality Check 1;S;ID4287;0;0;2400.0;2012-03-06 14:00:00;1;14;19200.0;1194900.0;2050800.0;34;59
Ballnut;290;Case 127;Turning & Milling Q.C.;Quality Check 1;D;ID4618;181;0;4500.0;2012-03-06 14:49:00;1;14;15600.0;171300.0;1182540.0;13;59
Drill;600;Case 156;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;4560.0;2012-03-06 14:51:00;1;14;476220.0;1263660.0;36540.0;11;59
Spindle;33;Case 70;Turning & Milling Q.C.;Quality Check 1;D;ID4287;15;0;29040.0;2012-03-06 15:04:00;1;15;3840.0;1198740.0;2046960.0;35;59
Ballnut;290;Case 127;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;100;0;5820.0;2012-03-06 15:12:00;1;15;1380.0;172680.0;1181160.0;14;59
Piston;15;Case 84;Final Inspection Q.C.;Quality Check 1;D;ID4618;4;0;4500.0;2012-03-06 15:26:00;1;15;6720.0;1031880.0;64440.0;17;59
Cable Head;30;Case 31;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;12;0;29160.0;2012-03-06 15:51:00;1;15;32700.0;2440080.0;773520.0;17;59
Ballnut;290;Case 127;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;19;0;19440.0;2012-03-06 15:53:00;1;15;2460.0;175140.0;1178700.0;15;59
Cable Head;150;Case 271;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4528;0;0;13800.0;2012-03-06 16:04:00;1;16;71040.0;5512260.0;1155360.0;52;59
Drill;600;Case 156;Final Inspection Q.C.;Quality Check 1;D;ID4618;45;0;60.0;2012-03-06 16:25:00;1;16;5640.0;1269300.0;30900.0;12;59
Drill;600;Case 156;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4618;0;0;240.0;2012-03-06 16:30:00;1;16;300.0;1269600.0;30600.0;13;59
Ballnut;150;Case 214;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;0;0;1680.0;2012-03-06 16:35:00;1;16;43980.0;1305900.0;203100.0;16;59
Cable Head;30;Case 31;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;24;0;3600.0;2012-03-06 17:00:00;1;17;4140.0;2444220.0;769380.0;18;59
Ballnut;250;Case 28;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;20;0;3900.0;2012-03-06 17:40:00;1;17;17160.0;2916060.0;717600.0;41;59
Cable Head;557;Case 18;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;4;0;6720.0;2012-03-06 17:42:00;1;17;39540.0;4191060.0;2039400.0;146;59
Cable Head;30;Case 31;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;4;0;6720.0;2012-03-06 17:42:00;1;17;2520.0;2446740.0;766860.0;19;59
Ballnut;400;Case 182;Grinding Rework - Machine 12;Machine 12 - Grinding;D;ID4528;0;0;6000.0;2012-03-06 17:45:00;1;17;4948440.0;4948440.0;1900140.0;2;59
Locker;3;Case 129;Turning & Milling Q.C.;Quality Check 1;S;ID4287;0;0;7200.0;2012-03-06 17:50:00;1;17;0.0;0.0;1178460.0;1;60
Piston;15;Case 84;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4872;0;0;7200.0;2012-03-06 18:05:00;1;18;9540.0;1041420.0;54900.0;18;60
Locker;3;Case 129;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;0;0;28980.0;2012-03-06 18:21:00;1;18;1860.0;1860.0;1176600.0;2;60
O-Ring;25;Case 205;Round Grinding - Manual;Machine 27 - Grinding;S;ID4872;0;0;6000.0;2012-03-06 19:40:00;1;19;0.0;0.0;105600.0;1;61
O-Ring;25;Case 205;Round Grinding - Manual;Machine 27 - Grinding;D;ID4872;0;0;3000.0;2012-03-06 20:30:00;1;20;3000.0;3000.0;102600.0;2;61
Cable Head;30;Case 31;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4445;0;0;8520.0;2012-03-06 22:24:00;1;22;16920.0;2463660.0;749940.0;20;61
Cable Head;30;Case 31;Lapping - Machine 1;Machine 1 - Lapping;D;ID4872;4;0;2700.0;2012-03-06 22:25:00;1;22;60.0;2463720.0;749880.0;21;61
Fastener;313;Case 237;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4872;0;0;3900.0;2012-03-06 23:35:00;1;23;1290900.0;5523600.0;51300.0;38;61
Cable Head;18;Case 80;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4529;1;0;12600.0;2012-03-06 23:51:00;1;23;0.0;0.0;2077740.0;1;62
Ballnut;290;Case 127;Packing;Packing;D;ID4820;80;0;3600.0;2012-03-07 01:00:00;2;1;32820.0;207960.0;1145880.0;16;60
Drill;600;Case 156;Packing;Packing;D;ID4820;45;0;3600.0;2012-03-07 01:00:00;2;1;30600.0;1300200.0;0.0;14;60
Piston;15;Case 84;Packing;Packing;D;ID4820;2;0;3600.0;2012-03-07 01:00:00;2;1;0.0;1066320.0;30000.0;19;60
Piston;15;Case 84;Packing;Packing;D;ID4820;4;0;3600.0;2012-03-07 01:00:00;2;1;24900.0;1066320.0;30000.0;20;60
Ballnut;4;Case 92;Packing;Packing;D;ID4820;2;0;3600.0;2012-03-07 01:00:00;2;1;52380.0;1966620.0;0.0;13;60
Cable Head;100;Case 198;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-03-07 01:15:00;2;1;42180.0;4953060.0;1167840.0;16;60
Cast;198;Case 44;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-03-07 01:15:00;2;1;0.0;1408980.0;776700.0;33;60
Cast;198;Case 44;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-03-07 01:15:00;2;1;0.0;1408980.0;776700.0;34;60
Cast;198;Case 44;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-03-07 01:15:00;2;1;86400.0;1408980.0;776700.0;35;60
Cable Head;155;Case 63;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-03-07 01:15:00;2;1;1687800.0;2400180.0;1927500.0;12;60
Ballnut;290;Case 127;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4445;81;0;7740.0;2012-03-07 01:43:00;2;1;2580.0;210540.0;1143300.0;17;60
Spindle;33;Case 70;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4641;29;0;23760.0;2012-03-07 03:37:00;2;3;45180.0;1243920.0;2001780.0;36;60
Cable Head;30;Case 31;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4355;16;0;23400.0;2012-03-07 05:00:00;2;5;23700.0;2487420.0;726180.0;22;60
Spindle;33;Case 70;other;other;D;ID4861;1;0;3600.0;2012-03-07 05:00:00;2;5;4980.0;1248900.0;1996800.0;37;60
Cable Head;557;Case 18;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;27;0;38280.0;2012-03-07 06:48:00;2;6;47160.0;4238220.0;1992240.0;147;60
Ballnut;290;Case 127;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID0997;54;0;33480.0;2012-03-07 06:50:00;2;6;18420.0;228960.0;1124880.0;18;60
Cable Head;30;Case 31;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;6;0;6600.0;2012-03-07 06:50:00;2;6;6600.0;2494020.0;719580.0;23;60
Cable Head;18;Case 80;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4529;17;0;25260.0;2012-03-07 06:52:00;2;6;25260.0;25260.0;2052480.0;2;60
Ballnut;10;Case 47;Turning & Milling Q.C.;Quality Check 1;D;ID4618;10;0;1080.0;2012-03-07 07:12:00;2;7;108720.0;150180.0;1273680.0;7;60
Spindle;33;Case 70;Turning & Milling Q.C.;Quality Check 1;D;ID4287;30;0;1680.0;2012-03-07 07:25:00;2;7;8700.0;1257600.0;1988100.0;38;60
Ballnut;290;Case 127;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;1080.0;2012-03-07 07:31:00;2;7;2460.0;231420.0;1122420.0;19;60
Ballnut;20;Case 114;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;480.0;2012-03-07 08:04:00;2;8;138180.0;609060.0;0.0;7;59
Cable Head;30;Case 31;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;6;0;5400.0;2012-03-07 08:30:00;2;8;6000.0;2500020.0;713580.0;24;59
Plug;12;Case 122;Turning & Milling Q.C.;Quality Check 1;D;ID4493;12;0;3600.0;2012-03-07 08:39:00;2;8;146580.0;243720.0;1786860.0;6;59
Clamp;100;Case 17;Turning Q.C.;Quality Check 1;D;ID4287;0;0;4200.0;2012-03-07 08:40:00;2;8;144180.0;820620.0;1925580.0;26;59
Ballnut;290;Case 127;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;4500.0;2012-03-07 08:47:00;2;8;4560.0;235980.0;1117860.0;20;59
Piston;15;Case 84;Final Inspection Q.C.;Quality Check 1;D;ID4618;2;0;3840.0;2012-03-07 09:20:00;2;9;30000.0;1096320.0;0.0;21;58
Plug;12;Case 122;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;12;0;4500.0;2012-03-07 10:23:00;2;10;6240.0;249960.0;1780620.0;7;58
Cable Head;30;Case 48;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4528;0;0;11700.0;2012-03-07 10:30:00;2;10;1990980.0;3090120.0;97920.0;29;58
Bushing;15;Case 108;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4385;0;0;9960.0;2012-03-07 11:16:00;2;11;545160.0;793260.0;166260.0;11;58
Plug;12;Case 122;other;other;D;ID0998;12;0;4500.0;2012-03-07 12:13:00;2;12;6600.0;256560.0;1774020.0;8;58
Plug;12;Case 122;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID4882;12;0;4500.0;2012-03-07 12:14:00;2;12;60.0;256620.0;1773960.0;9;58
Ring;35;Case 145;Wire Cut - Machine 13;Wire Cut - Machine 13;B;ID3767;0;0;3600.0;2012-03-07 13:00:00;2;13;270900.0;1685880.0;328080.0;9;58
Fastener;313;Case 237;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4528;0;0;12000.0;2012-03-07 13:50:00;2;13;51300.0;5574900.0;0.0;39;57
Bushing;15;Case 108;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;5;0;10320.0;2012-03-07 14:10:00;2;14;10440.0;803700.0;155820.0;12;57
Ring;35;Case 145;other;other;D;ID3767;6;0;7200.0;2012-03-07 15:00:00;2;15;7200.0;1693080.0;320880.0;10;57
Ballnut;150;Case 214;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;148;0;14820.0;2012-03-07 15:06:00;2;15;81060.0;1386960.0;122040.0;17;57
Ballnut;9;Case 62;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;13260.0;2012-03-07 15:09:00;2;15;1207320.0;1465560.0;1022040.0;8;57
O-Ring;25;Case 205;Final Inspection Q.C.;Quality Check 1;D;ID4618;2;0;2820.0;2012-03-07 15:17:00;2;15;67620.0;70620.0;34980.0;3;57
Cable Head;18;Case 80;Turning & Milling Q.C.;Quality Check 1;D;ID4287;17;0;8280.0;2012-03-07 15:38:00;2;15;31560.0;56820.0;2020920.0;3;57
Ballnut;290;Case 127;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;36;0;31380.0;2012-03-07 15:42:00;2;15;24900.0;260880.0;1092960.0;21;57
Bushing;15;Case 108;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;4;0;6240.0;2012-03-07 15:56:00;2;15;6360.0;810060.0;149460.0;13;57
Cable Head;18;Case 80;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;17;0;1260.0;2012-03-07 16:11:00;2;16;1980.0;58800.0;2018940.0;4;57
Plug;12;Case 122;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;12;0;3960.0;2012-03-07 16:12:00;2;16;14280.0;270900.0;1759680.0;10;57
Ballnut;290;Case 127;Turning & Milling Q.C.;Quality Check 1;D;ID4618;90;0;60.0;2012-03-07 16:43:00;2;16;3660.0;264540.0;1089300.0;22;57
Ballnut;400;Case 182;Final Inspection Q.C.;Quality Check 1;D;ID4618;5;0;4200.0;2012-03-07 16:55:00;2;16;83400.0;5031840.0;1816740.0;3;57
Cable Head;33;Case 82;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4429;1;0;28440.0;2012-03-07 17:05:00;2;17;0.0;0.0;1595640.0;1;58
Ballnut;290;Case 127;Final Inspection Q.C.;Quality Check 1;D;ID4618;80;0;4500.0;2012-03-07 17:21:00;2;17;2280.0;266820.0;1087020.0;23;58
Cable Head;33;Case 82;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4429;0;0;1020.0;2012-03-07 17:22:00;2;17;1020.0;1020.0;1594620.0;2;58
Cable Head;100;Case 198;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;50;0;3900.0;2012-03-07 17:30:00;2;17;58500.0;5011560.0;1109340.0;17;58
Cable Head;557;Case 18;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID0420;26;0;38280.0;2012-03-07 17:36:00;2;17;38880.0;4277100.0;1953360.0;148;58
Cable Head;250;Case 178;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4528;0;0;9600.0;2012-03-07 18:00:00;2;18;1734600.0;5663400.0;544500.0;21;58
Ballnut;400;Case 182;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;4500.0;2012-03-07 18:13:00;2;18;4680.0;5036520.0;1812060.0;4;58
Locker;3;Case 129;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;1;0;15420.0;2012-03-07 18:59:00;2;18;88680.0;90540.0;1087920.0;3;58
Bushing;15;Case 108;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4872;5;0;12780.0;2012-03-07 19:30:00;2;19;12840.0;822900.0;136620.0;14;58
Cable Head;33;Case 82;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4529;1;0;2820.0;2012-03-07 21:05:00;2;21;13380.0;14400.0;1581240.0;3;58
Locker;3;Case 129;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID0997;2;0;6420.0;2012-03-07 22:06:00;2;22;11220.0;101760.0;1076700.0;4;58
Plug;12;Case 122;Round Grinding - Machine 2;Machine 2 - Round Grinding;S;ID4445;0;0;8700.0;2012-03-07 22:36:00;2;22;23040.0;293940.0;1736640.0;11;58
Cable Head;557;Case 18;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;7;0;10620.0;2012-03-07 23:07:00;2;23;19860.0;4296960.0;1933500.0;149;58
Cable Head;557;Case 18;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;2;0;1020.0;2012-03-07 23:25:00;2;23;1080.0;4298040.0;1932420.0;150;58
Cable Head;250;Case 178;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4872;0;0;14700.0;2012-03-07 23:35:00;2;23;20100.0;5683500.0;524400.0;22;58
Ballnut;400;Case 182;Packing;Packing;D;ID4820;5;0;3600.0;2012-03-08 01:00:00;3;1;24420.0;5060940.0;1787640.0;5;57
O-Ring;25;Case 205;Packing;Packing;D;ID4820;2;0;3600.0;2012-03-08 01:00:00;3;1;34980.0;105600.0;0.0;4;57
Cable Head;30;Case 48;Packing;Packing;D;ID4820;2;0;3600.0;2012-03-08 01:00:00;3;1;52200.0;3142320.0;45720.0;30;57
Spur Gear;24;Case 56;Packing;Packing;D;ID4820;24;0;3600.0;2012-03-08 01:00:00;3;1;143460.0;143460.0;40740.0;2;57
Ballnut;126;Case 130;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;6;0;4980.0;2012-03-08 01:08:00;3;1;0.0;0.0;0.0;1;57
Cable Head;100;Case 198;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-03-08 01:15:00;3;1;27900.0;5039460.0;1081440.0;18;57
Cable Head;155;Case 63;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-03-08 01:15:00;3;1;86400.0;2486580.0;1841100.0;13;57
Cable Head;150;Case 257;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4445;7;0;9600.0;2012-03-08 02:06:00;3;2;204060.0;4897440.0;1924440.0;52;57
Spur Gear;24;Case 56;Turning - Machine 8;Machine 8 - Turning & Milling;S;ID0997;0;0;14520.0;2012-03-08 02:08:00;3;2;4080.0;147540.0;36660.0;3;57
Plug;12;Case 122;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4445;12;0;13500.0;2012-03-08 02:21:00;3;2;13500.0;307440.0;1723140.0;12;57
Ballnut;250;Case 28;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4445;0;0;6540.0;2012-03-08 04:11:00;3;4;124260.0;3040320.0;593340.0;42;57
Ballnut;500;Case 110;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4529;0;0;11340.0;2012-03-08 04:17:00;3;4;161280.0;596520.0;1923060.0;12;57
Spur Gear;24;Case 56;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID0997;24;0;7800.0;2012-03-08 04:18:00;3;4;7800.0;155340.0;28860.0;4;57
Ring;35;Case 145;other;other;D;ID4861;29;0;30600.0;2012-03-08 04:30:00;3;4;48600.0;1741680.0;272280.0;11;57
Cable Head;33;Case 82;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4529;31;0;30300.0;2012-03-08 05:30:00;3;5;30300.0;44700.0;1550940.0;4;57
Ballnut;250;Case 28;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;20;0;9360.0;2012-03-08 06:48:00;3;6;9420.0;3049740.0;583920.0;43;57
Cable Head;150;Case 257;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;19;0;16920.0;2012-03-08 06:49:00;3;6;16980.0;4914420.0;1907460.0;53;57
Adjusting Nut;52;Case 103;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID0997;0;0;9120.0;2012-03-08 06:51:00;3;6;160380.0;160380.0;583740.0;2;58
Ballnut;492;Case 112;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID4641;0;0;2280.0;2012-03-08 06:51:00;3;6;0.0;0.0;1824180.0;1;58
Ring;10;Case 66;other;other;D;ID4861;10;0;9000.0;2012-03-08 07:00:00;3;7;579720.0;1540920.0;267960.0;6;58
Cable Head;150;Case 257;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID0420;1;0;1260.0;2012-03-08 07:27:00;3;7;2280.0;4916700.0;1905180.0;54;58
Cable Head;230;Case 78;Turning & Milling Q.C.;Quality Check 1;D;ID4493;48;0;1620.0;2012-03-08 07:27:00;3;7;242280.0;638940.0;1919940.0;14;58
Spur Gear;24;Case 56;Turning Q.C.;Quality Check 1;D;ID4618;24;0;2040.0;2012-03-08 07:46:00;3;7;12480.0;167820.0;16380.0;5;58
Cable Head;100;Case 198;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;20;0;0.0;2012-03-08 08:22:00;3;8;25620.0;5065080.0;1055820.0;19;58
Locker;3;Case 129;Turning & Milling Q.C.;Quality Check 1;D;ID4287;3;0;6000.0;2012-03-08 08:40:00;3;8;38040.0;139800.0;1038660.0;5;58
Cable Head;230;Case 78;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4882;48;0;4500.0;2012-03-08 08:50:00;3;8;4980.0;643920.0;1914960.0;15;58
Cable Head;5;Case 120;Turning & Milling Q.C.;Quality Check 1;D;ID4493;4;0;3720.0;2012-03-08 09:37:00;3;9;873720.0;926940.0;603240.0;4;58
Cable Head;100;Case 198;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;0;0;4500.0;2012-03-08 09:37:00;3;9;4500.0;5069580.0;1051320.0;20;58
Ballnut;30;Case 33;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;4560.0;2012-03-08 10:29:00;3;10;692100.0;1289880.0;686100.0;10;58
Ballnut;66;Case 212;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;65;0;1800.0;2012-03-08 10:57:00;3;10;356760.0;1392240.0;340440.0;9;58
Clamp;100;Case 17;Turning Q.C.;Quality Check 1;D;ID4287;8;0;7260.0;2012-03-08 11:03:00;3;11;94980.0;915600.0;1830600.0;27;58
Ballnut;30;Case 33;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;29;0;1620.0;2012-03-08 11:24:00;3;11;3300.0;1293180.0;682800.0;11;58
Spur Gear;24;Case 56;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;24;0;4380.0;2012-03-08 11:25:00;3;11;13140.0;180960.0;3240.0;6;58
Ballnut;500;Case 110;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;1;0;15960.0;2012-03-08 11:37:00;3;11;26400.0;622920.0;1896660.0;13;58
Spur Gear;24;Case 56;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;24;0;1080.0;2012-03-08 11:44:00;3;11;1140.0;182100.0;2100.0;7;58
Cable Head;150;Case 271;Final Inspection Q.C.;Quality Check 1;D;ID4493;12;0;120.0;2012-03-08 12:05:00;3;12;158460.0;5670720.0;996900.0;53;58
Ballnut;150;Case 214;Final Inspection Q.C.;Quality Check 1;D;ID4618;148;0;19140.0;2012-03-08 12:09:00;3;12;75780.0;1462740.0;46260.0;18;58
Spur Gear;24;Case 56;Final Inspection Q.C.;Quality Check 1;D;ID4618;24;0;2940.0;2012-03-08 12:19:00;3;12;2100.0;184200.0;0.0;8;57
Cable Head;155;Case 63;Grinding Rework;Machine 11 - Grinding;D;ID4882;0;0;13740.0;2012-03-08 12:55:00;3;12;42000.0;2528580.0;1799100.0;14;57
Ballnut;30;Case 33;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;29;0;7020.0;2012-03-08 13:30:00;3;13;7560.0;1300740.0;675240.0;12;57
Cable Head;30;Case 48;Final Inspection Q.C.;Quality Check 1;D;ID4493;2;0;4500.0;2012-03-08 13:42:00;3;13;45720.0;3188040.0;0.0;31;56
Spur Gear;24;Case 102;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;23;0;4140.0;2012-03-08 14:41:00;3;14;221160.0;840720.0;469140.0;18;56
Cable Head;5;Case 120;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;4;0;4140.0;2012-03-08 14:41:00;3;14;18240.0;945180.0;585000.0;5;56
Cable Head;230;Case 78;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4429;47;0;27660.0;2012-03-08 15:04:00;3;15;22440.0;666360.0;1892520.0;16;56
Cable Head;185;Case 225;other;Machine 2 - Round Grinding;D;ID4385;0;0;10800.0;2012-03-08 15:13:00;3;15;339480.0;5440860.0;1850520.0;67;56
Cable Head;150;Case 271;Final Inspection Q.C.;Quality Check 1;D;ID4493;0;0;4500.0;2012-03-08 15:16:00;3;15;11460.0;5682180.0;985440.0;54;56
Bushing;15;Case 108;Final Inspection Q.C.;Quality Check 1;D;ID4287;0;0;17520.0;2012-03-08 15:52:00;3;15;73320.0;896220.0;63300.0;15;56
Ballnut;500;Case 110;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;10;0;15300.0;2012-03-08 15:52:00;3;15;15300.0;638220.0;1881360.0;14;56
Ballnut;90;Case 115;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID4882;48;0;3960.0;2012-03-08 15:52:00;3;15;180240.0;258660.0;1501680.0;8;56
Ring;10;Case 66;Turning Q.C.;Quality Check 1;D;ID4618;0;0;12300.0;2012-03-08 15:53:00;3;15;31980.0;1572900.0;235980.0;7;56
Ring;35;Case 145;Turning Q.C.;Quality Check 1;D;ID4618;0;0;12420.0;2012-03-08 15:54:00;3;15;41040.0;1782720.0;231240.0;12;56
Ballnut;290;Case 127;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;171;0;4380.0;2012-03-08 15:55:00;3;15;81240.0;348060.0;1005780.0;24;56
Cable Head;250;Case 178;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4528;0;0;31680.0;2012-03-08 15:55:00;3;15;58800.0;5742300.0;465600.0;23;56
Ballnut;250;Case 28;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;48;0;33240.0;2012-03-08 16:14:00;3;16;33960.0;3083700.0;549960.0;44;56
Adjusting Nut;52;Case 103;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;0;0;23640.0;2012-03-08 16:38:00;3;16;35220.0;195600.0;548520.0;3;56
Cable Head;230;Case 78;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4167;0;0;60.0;2012-03-08 17:56:00;3;17;10320.0;676680.0;1882200.0;17;56
Clamp;100;Case 17;Turning - Machine 8;Machine 15 - Turning;D;ID4799;0;0;8220.0;2012-03-08 18:05:00;3;18;25320.0;940920.0;1805280.0;28;56
Ballnut;66;Case 212;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;30;0;6000.0;2012-03-08 18:08:00;3;18;25860.0;1418100.0;314580.0;10;56
Cable Head;100;Case 198;Round Grinding - Machine 2;Machine 2 - Round Grinding;S;ID4385;0;0;10680.0;2012-03-08 18:11:00;3;18;30840.0;5100420.0;1020480.0;21;56
Cable Head;100;Case 198;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;7;0;7560.0;2012-03-08 20:17:00;3;20;7560.0;5107980.0;1012920.0;22;56
Cable Head;230;Case 78;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4167;4;0;16860.0;2012-03-08 20:37:00;3;20;9660.0;686340.0;1872540.0;18;56
